SpeNumeroOrdine|SpeNumeroProtocollo|SpeEtichettaCollo|SpeTrackingNumero|SpeDataImport|SpeRigaOrdine|SpeArtCodice|SpeArtDescrizione|SpeArtQta|COD
#31091A|30187317|326859|#31091A|20170621|7|RB3A010021|CHILDHOME-CCFNBPG-Zaino Fasciatoio Grigio in Feltro|1|0
#31091A|30187317|326859|#31091A|20170621|8|RB3A019602|BABY ELEPHANT EARS-7005-Baby Elephant Ears Cuscino Ergonomico Luxe Rosa Pastello|1|0
#31091A|30187317|326859|#31091A|20170621|9|RB3A019752|SUNNYLIFE-SU8STWPI-Pineapple Honeycomb Straws|1|0
#31028|30215317|328089|#31028|20170621|1|RB3A019900|SKIP HOP-500100-Paci Egg|1|0
#31028|30215317|328089|#31028|20170621|3|RB3A019707|SUAVINEX-QS005DA04-DUCCIO STERILIZZACIUCCIO ARANCIONE|1|0
#31028|30215317|328089|#31028|20170621|4|RB3A018962|NOPPIES-74346_C140-Noppies Cappello da Sole Blu con Squali Baby-0-3 Mesi|1|0
#31028|30215317|328089|#31028|20170621|5|RB3A011317|KANGA CARE-KC-KRWETB_OS-S032-Wet Bag Portapannolini Nautical|1|0
#31028|30215317|328089|#31028|20170621|6|RB3A011293|KANGA CARE-KC-KRRUMPSOS-S032-Pannolino Rumparooz Nautical|1|0
#31028|30215317|328089|#31028|20170621|8|RB3A020264|DAIKOS-SQD217TU10-Pinna da Squalo Nera|1|0
#31028|30349317|328949|#31028|20170623|2|RB3A017518|LILIPUTI-2006002020068-Marsupio Rainbow Line Lavedering|1|0
#31028|30680317|333089|#31028|20170628|7|RB3A020170|DIAPERCHAMP-DCM-Pattumiera Mangiapannolini Intrappolaodori Medium|1|0
#31028|30743317|333959|#31028|20170629|9|RB3A020763|DUUKIES BEACH SOCKS-JDO-32-33-Calze in Neoprene Jack Blu Scuro e Arancione-32-33|1|0
