"StkCodiceFornitore"|"StkRagSocFornitore"|"StkAnaArtCodice"|"StkAnaArtDescrizione"|"StkQuantitaTotale"|"StkQuantitaImpegnata"|"StkQuantitaDisponibile"
"FO20160823_PO30869"|"Noodoll"|"RB3A012400"|"NOODOLL-T99617-Pupazzo Noodoll Ricebonbon"|"0000000002"|"0000000000"|"0000000002"
"FO20160823_PO30869"|"Noodoll"|"RB3A012414"|"NOODOLL-T99579-Pupazzo Noodoll Ricecrunch"|"0000000002"|"0000000000"|"0000000002"
"FO20160823_PO30869"|"Noodoll"|"RB3A012420"|"NOODOLL-CUS99626-Pupazzo Noodoll Ricemimi Pink"|"0000000001"|"0000000000"|"0000000001"
"FO20160823_PO30873"|"Tellkiddo"|"RB3A012803"|"TELLKIDDO-76-Sacco Portaoggetti Canvas ABC"|"0000000005"|"0000000000"|"0000000005"
"FO20160823_PO30873"|"Tellkiddo"|"RB3A012804"|"TELLKIDDO-51-Sacco Portaoggetti Canvas Sleeping Bear"|"0000000001"|"0000000000"|"0000000001"
"FO20160823_PO30873"|"Tellkiddo"|"RB3A012810"|"TELLKIDDO-17-Poster Closed eye A3"|"0000000004"|"0000000000"|"0000000004"
"FO20160823_PO30880"|"A Little Lovely Company"|"RB3A009922"|"A LITTLE LOVELY COMPANY-CUSW006-Cuscinetto Cigno"|"0000000002"|"0000000000"|"0000000002"
"FO20160823_PO30880"|"A Little Lovely Company"|"RB3A009948"|"A LITTLE LOVELY COMPANY-WHWM009-Appendini da Muro: Angurie"|"0000000004"|"0000000000"|"0000000004"
"FO20160823_PO30880"|"A Little Lovely Company"|"RB3A010992"|"A LITTLE LOVELY COMPANY-POAL015-Poster da Muro Alligator"|"0000000003"|"0000000000"|"0000000003"
"FO20160826_PO30890"|"COQ EN PATE"|"RB3A007721"|"COQ EN PATE-L13ESACDOSMBTIG-Zaino Tigre"|"0000000001"|"0000000000"|"0000000001"
"FO20160829_PO30895"|"elodie details"|"RB20005V"|"ELODIE DETAILS-103834-Set Lettino Bianco e Nero Graphic Grace"|"0000000002"|"0000000000"|"0000000002"
"FO20160829_PO30895"|"elodie details"|"RB3A009378"|"ELODIE DETAILS-103016-Ciuccio Ghepardo"|"0000000006"|"0000000000"|"0000000006"
"FO20160831_PO30903"|"Bloomingville"|"RB3A012508"|"BLOOMINGVILLE-47403767-Set Pappa Circo Rosa"|"0000000005"|"0000000000"|"0000000005"
"FO20160831_PO30903"|"Bloomingville"|"RB3A012524"|"BLOOMINGVILLE-75111060-Cuscino Nuvoletta"|"0000000003"|"0000000000"|"0000000003"
"FO20160831_PO30904"|"Brother Max"|"RB3A012823"|"BROTHER MAX-71367PG2-Set piattini impugnatura facile rosa e verde"|"0000000003"|"0000000000"|"0000000003"
"FO20160831_PO30904"|"Brother Max"|"RB3A012838"|"BROTHER MAX-71190PG2-Borraccia 2 drink in 1 rosa e verde"|"0000000009"|"0000000000"|"0000000009"
"FO20160831_PO30906"|"Engel"|"RB3A008357"|"ENGEL-06.01-Pom Pom Rouge Large"|"0000000002"|"0000000000"|"0000000002"
"FO20160901_PO30912"|"Tellkiddo"|"RB3A012793"|"TELLKIDDO-6-Sacco Portaoggetti Paper  Heart"|"0000000003"|"0000000000"|"0000000003"
"FO20160901_PO30912"|"Tellkiddo"|"RB3A012798"|"TELLKIDDO-82-Sacco Portaoggetti Paper ABC"|"0000000003"|"0000000000"|"0000000003"
"FO20160901_PO30912"|"Tellkiddo"|"RB3A012801"|"TELLKIDDO-52-Sacco Portaoggetti Canvas Toys"|"0000000004"|"0000000000"|"0000000004"
"FO20160901_PO30912"|"Tellkiddo"|"RB3A012811"|"TELLKIDDO-89-Set per lettino Kiddo"|"0000000003"|"0000000000"|"0000000003"
"FO20160901_PO30915"|"Brother Max"|"RB3A012834"|"BROTHER MAX-71251BG2-Set 2 cucchiaini termosensibili blu e verde"|"0000000016"|"0000000000"|"0000000016"
"FO20160901_PO30915"|"Brother Max"|"RB3A012835"|"BROTHER MAX-71244PG2-Set 2 cucchiaini termosensibili rosa e verde"|"0000000015"|"0000000000"|"0000000015"
"FO20160905_PO30919"|"Love Mae"|"RB3A011276"|"LOVE MAE-LVYF001-Set Pappa Creature della foresta 3 pz"|"0000000001"|"0000000000"|"0000000001"
"FO20160905_PO30923"|"elodie details"|"RB2000KX"|"ELODIE DETAILS-103835-Set Lettino Grigio Chiaro Marble Grey"|"0000000001"|"0000000000"|"0000000001"
"FO20160905_PO30923"|"elodie details"|"RB3A009840"|"ELODIE DETAILS-103922-Carillon Piume Large"|"0000000002"|"0000000000"|"0000000002"
"FO20160905_PO30926"|"fctry"|"RB20006H"|"FCTRY-pcsta02-Ciuccio Cowboy"|"0000000010"|"0000000000"|"0000000010"
"FO20160905_PO30926"|"fctry"|"RB20006K"|"FCTRY-pcsta0-Ciuccio Ladies Man"|"0000000007"|"0000000000"|"0000000007"
"FO20160905_PO30926"|"fctry"|"RB3A011071"|"FCTRY-SKSTA01-Calzine antiscivolo Sport Bianca e Blu"|"0000000005"|"0000000000"|"0000000005"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A008907"|"TYRRELL KATZ-Lunch Box fattoria"|"0000000001"|"0000000000"|"0000000001"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A008919"|"TYRRELL KATZ-Snack Boxes elefanti"|"0000000001"|"0000000000"|"0000000001"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A008925"|"TYRRELL KATZ-Bicchiere dinosauri"|"0000000003"|"0000000000"|"0000000003"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A008949"|"TYRRELL KATZ-Piatto principesse"|"0000000002"|"0000000000"|"0000000002"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A008996"|"TYRRELL KATZ-Bavaglino giardino segreto"|"0000000003"|"0000000000"|"0000000003"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A009009"|"TYRRELL KATZ-Zainetto Asilo Mini dinosauri"|"0000000002"|"0000000000"|"0000000002"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A009012"|"TYRRELL KATZ-Zainetto Asilo Mini elefanti"|"0000000002"|"0000000000"|"0000000002"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A009013"|"TYRRELL KATZ-Zainetto Asilo Mini principesse"|"0000000002"|"0000000000"|"0000000002"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A009023"|"TYRRELL KATZ-Zaino giardino segreto"|"0000000004"|"0000000000"|"0000000004"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A009031"|"TYRRELL KATZ-Portapenne elefanti"|"0000000002"|"0000000000"|"0000000002"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A011124"|"TYRRELL KATZ-102LU2-Lunch Bag Elefanti"|"0000000003"|"0000000000"|"0000000003"
"FO20160907_PO30928"|"Tyrrell Katz"|"RB3A011126"|"TYRRELL KATZ-94LU2-Lunch Bag Giardino Segreto"|"0000000003"|"0000000000"|"0000000003"
"FO20160907_PO30934"|"Buddy and Bear"|"RB3A012854"|"BUDDY AND BEAR-BBTW011-Bicchierino nuvola nero"|"0000000001"|"0000000000"|"0000000001"
"FO20160907_PO30934"|"Buddy and Bear"|"RB3A012859"|"BUDDY AND BEAR-BBTW030-Bicchierino Yay"|"0000000005"|"0000000000"|"0000000005"
"FO20160907_PO30934"|"Buddy and Bear"|"RB3A012860"|"BUDDY AND BEAR-BBTW032-Bicchierino nuvola bianco"|"0000000005"|"0000000000"|"0000000005"
"FO20160907_PO30934"|"Buddy and Bear"|"RB3A012861"|"BUDDY AND BEAR-BBTW033-Bicchierino numeri bianco"|"0000000004"|"0000000000"|"0000000004"
"FO20160907_PO30934"|"Buddy and Bear"|"RB3A012862"|"BUDDY AND BEAR-BBTW034-Bicchierino orsetto bianco"|"0000000001"|"0000000000"|"0000000001"
"FO20160907_PO30934"|"Buddy and Bear"|"RB3A012867"|"BUDDY AND BEAR-BBTW019-Vassoio Yay"|"0000000005"|"0000000000"|"0000000005"
"FO20160907_PO30941"|"limobasics"|"RB2000JU-NE-M-CO"|"LIMOBASICS-09519R_NEG_50-Body Kimono a Manica Lunga"|"0000000001"|"0000000000"|"0000000001"
"FO20160908_PO30944"|"Noodoll"|"RB3A012410"|"NOODOLL-T99506-Pupazzo Noodoll Dino Green"|"0000000003"|"0000000000"|"0000000003"
"FO20160908_PO30944"|"Noodoll"|"RB3A012413"|"NOODOLL-T99578-Pupazzo Noodoll Riceananas"|"0000000004"|"0000000000"|"0000000004"
"FO20160908_PO30944"|"Noodoll"|"RB3A012424"|"NOODOLL-MYCUP-Bicchierini Noodoll"|"0000000003"|"0000000000"|"0000000003"
"FO20160909_PO31004"|"Happy Hopperz"|"RB3A012948"|"HAPPY HOPPERZ-HHZ04-Gonfiabile Cavalcabile Small Cane Rosa"|"0000000006"|"0000000000"|"0000000006"
"FO20160909_PO31005"|"Kid Them All"|"RB3A012959"|"KID THEM ALL-JACK BLACK LAGOON-Pigiama Travestimento Black Lagoon 3D 4-5 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160909_PO31005"|"Kid Them All"|"RB3A012960"|"KID THEM ALL-JACK BLACK LAGOON-Pigiama Travestimento Black Lagoon 3D 6-7 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160909_PO31005"|"Kid Them All"|"RB3A012961"|"KID THEM ALL-JACK BLACK LAGOON-Pigiama Travestimento Black Lagoon 3D 8-9 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160909_PO31005"|"Kid Them All"|"RB3A012962"|"KID THEM ALL-JACK BLACK LAGOON-Pigiama Travestimento Black Lagoon 3D 10-11 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160909_PO31005"|"Kid Them All"|"RB3A012980"|"KID THEM ALL-ZOMBIBI-Pigiama Travestimento Zombie 6-7 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160909_PO31005"|"Kid Them All"|"RB3A012981"|"KID THEM ALL-ZOMBIBI-Pigiama Travestimento Zombie 8-9 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160909_PO31005"|"Kid Them All"|"RB3A012982"|"KID THEM ALL-ZOMBIBI-Pigiama Travestimento Zombie 10-11 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160909_PO31005"|"Kid Them All"|"RB3A013001"|"KID THEM ALL-LUCJADORE-Pigiama Travestimento Lucha Libre 8-9 anni"|"0000000002"|"0000000000"|"0000000002"
"FO20160909_PO31005"|"Kid Them All"|"RB3A013002"|"KID THEM ALL-LUCJADORE-Pigiama Travestimento Lucha Libre 10-11 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160912_PO31006"|"Bloomingville"|"RB3A012487"|"BLOOMINGVILLE-21235386-Ciotolina Audrey Bianca e Rosa"|"0000000008"|"0000000000"|"0000000008"
"FO20160912_PO31006"|"Bloomingville"|"RB3A012488"|"BLOOMINGVILLE-21235387-Mug Audrey Bianca e Rosa"|"0000000007"|"0000000000"|"0000000007"
"FO20160912_PO31006"|"Bloomingville"|"RB3A012491"|"BLOOMINGVILLE-21235981-Ciotolina Christian Bianca e Blu"|"0000000006"|"0000000000"|"0000000006"
"FO20160912_PO31006"|"Bloomingville"|"RB3A012492"|"BLOOMINGVILLE-21235982-Mug Christian Bianca e Blu"|"0000000007"|"0000000000"|"0000000007"
"FO20160912_PO31006"|"Bloomingville"|"RB3A012495"|"BLOOMINGVILLE-47305090-Piattino Toby"|"0000000004"|"0000000000"|"0000000004"
"FO20160912_PO31006"|"Bloomingville"|"RB3A012497"|"BLOOMINGVILLE-47305093-Posatine Toby"|"0000000001"|"0000000000"|"0000000001"
"FO20160912_PO31006"|"Bloomingville"|"RB3A012547"|"BLOOMINGVILLE-46200002-Set 3 valigette Castorino"|"0000000002"|"0000000000"|"0000000002"
"FO20160912_PO31009"|"elodie details"|"RB3A009396"|"ELODIE DETAILS-103114-Cordoncino Ciuccio - Black Edition"|"0000000005"|"0000000000"|"0000000005"
"FO20160912_PO31009"|"elodie details"|"RB3A009837"|"ELODIE DETAILS-103921-Carillon Mongolfiera Small"|"0000000002"|"0000000000"|"0000000002"
"FO20160912_PO31009"|"elodie details"|"RB3A009839"|"ELODIE DETAILS-103923-Carillon Piume Small"|"0000000003"|"0000000000"|"0000000003"
"FO20160913_PO31019"|"Love Lastic"|"RB3A012432"|"LOVE LASTIC-B112-Love Lastic Wave"|"0000000011"|"0000000000"|"0000000011"
"FO20160913_PO31019"|"Love Lastic"|"RB3A012433"|"LOVE LASTIC-B113-Love Lastic Sun"|"0000000005"|"0000000000"|"0000000005"
"FO20160913_PO31020"|"NIKE"|"RB3A014167"|"NIKE-844347-AIR MAX COMMAND FLEX PS 11C-EU28"|"0000000001"|"0000000000"|"0000000001"
"FO20160915_PO31021"|"A Little Lovely Company"|"RB3A009953"|"A LITTLE LOVELY COMPANY-WHBL005-Appendini da Muro: Foglie Nere"|"0000000002"|"0000000000"|"0000000002"
"FO20160915_PO31022"|"baby art"|"RB200001"|"BABY ART-34120021-Kit Impronta Ricordo"|"0000000013"|"0000000000"|"0000000013"
"FO20160915_PO31022"|"baby art"|"RB20000H"|"BABY ART-34120136-Magic box Verde"|"0000000004"|"0000000000"|"0000000004"
"FO20160919_PO31033"|"snurk"|"RB2000GT--LS-CO"|"SNURK-Lenzuolo/Copripiumino 140 x 220 +1 Federa-Copripiumino Pirata"|"0000000002"|"0000000000"|"0000000002"
"FO20160919_PO31033"|"snurk"|"RB2000GW--LS-CO"|"SNURK-Lenzuolo/Copripiumino 140 x 220 +1 Federa-Copripiumino Astronauta"|"0000000008"|"0000000000"|"0000000008"
"FO20160919_PO31033"|"snurk"|"RB2000GX--LS-CO"|"SNURK-Lenzuolo/Copripiumino 140 x 220 +1 Federa-Copripiumino Principessa"|"0000000022"|"0000000000"|"0000000022"
"FO20160919_PO31033"|"snurk"|"RB3A009304"|"SNURK-prin200-Copripiumino Principessa 1 piazza e mezza"|"0000000003"|"0000000000"|"0000000003"
"FO20160919_PO31038"|"The Magic Door Store"|"RB3A012385"|"THE MAGIC DOOR STORE-0700461482482-My Yellow Elf Door"|"0000000001"|"0000000000"|"0000000001"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014881"|"ROCKETBABY-RBP16344-Sacco Nanna Balena Tortora"|"0000000283"|"0000000000"|"0000000283"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014882"|"ROCKETBABY-RBP16345-Sacco Nanna Balena Grigio"|"0000000278"|"0000000000"|"0000000278"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014883"|"ROCKETBABY-RBP16346-Sacco Nanna Balena Blu Oceano"|"0000000140"|"0000000000"|"0000000140"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014884"|"ROCKETBABY-RBP16347-Sacco Nanna Balena Verde Menta"|"0000000201"|"0000000000"|"0000000201"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014885"|"ROCKETBABY-RBP16348-Sacco Nanna Balena Rosa"|"0000000204"|"0000000000"|"0000000204"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014886"|"ROCKETBABY-RBP16349-Sacco Nanna Balena Rosso Lava"|"0000000248"|"0000000000"|"0000000248"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014887"|"ROCKETBABY-RBP16350-Sacco Nanna Balena Blu"|"0000000182"|"0000000000"|"0000000182"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014888"|"ROCKETBABY-RBP16330-Cesto Portagiochi Unicorno"|"0000000399"|"0000000000"|"0000000399"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014889"|"ROCKETBABY-RBP16331-Cesto Portagiochi Pulcino"|"0000000444"|"0000000000"|"0000000444"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014890"|"ROCKETBABY-RBP16332-Cesto Portagiochi Elefante"|"0000000304"|"0000000000"|"0000000304"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014891"|"ROCKETBABY-RBP16333-Scatola Portagiochi Flamingo"|"0000000403"|"0000000000"|"0000000403"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014892"|"ROCKETBABY-RBP16334-Scatola Portagiochi Zebra"|"0000000391"|"0000000000"|"0000000391"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014893"|"ROCKETBABY-RBP16335-Scatola Portagiochi Leone"|"0000000321"|"0000000000"|"0000000321"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014894"|"ROCKETBABY-RBP16336-Scatola Portagiochi Balena"|"0000000283"|"0000000000"|"0000000283"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014895"|"ROCKETBABY-RBP16337-Scatola Portagiochi Coniglio"|"0000000425"|"0000000000"|"0000000425"
"FO20160920_PO31043"|"ROCKETBABY"|"RB3A014896"|"ROCKETBABY-RBP16338-Scatola Portagiochi Elefante"|"0000000381"|"0000000000"|"0000000381"
"FO20160920_PO31044"|"Boxbo"|"RB3A012635"|"BOXBO-BK-04-Stivali in Gomma Kawai Bianchi 21-22"|"0000000001"|"0000000000"|"0000000001"
"FO20160920_PO31044"|"Boxbo"|"RB3A012636"|"BOXBO-BK-04-Stivali in Gomma Kawai Bianchi 23-24"|"0000000001"|"0000000000"|"0000000001"
"FO20160920_PO31044"|"Boxbo"|"RB3A012665"|"BOXBO-BW-07-Stivali in Gomma Wistiti Neri 22"|"0000000001"|"0000000000"|"0000000001"
"FO20160920_PO31044"|"Boxbo"|"RB3A012671"|"BOXBO-BW-07-Stivali in Gomma Wistiti Neri 28"|"0000000001"|"0000000000"|"0000000001"
"FO20160921_PO31047"|"NIKE"|"RB3A014032"|"NIKE-454478-PICO 4 (TDV) ROSA 10C-EU27"|"0000000002"|"0000000000"|"0000000002"
"FO20160922_PO31050"|"Beatrix NY"|"RB3A008440"|"BEATRIX NY-BEA0004-PE-Lunch Box Polipo Penelope"|"0000000001"|"0000000000"|"0000000001"
"FO20160922_PO31054"|"limobasics"|"RB2000JW-LI-M-CO"|"LIMOBASICS-09510R_LIL_50-Pantalone con Piedino"|"0000000001"|"0000000000"|"0000000001"
"FO20160922_PO31056"|"Twistshake"|"RB3A014270"|"TWISTSHAKE-78014-Biberon Anticolica 330ml Blu"|"0000000001"|"0000000000"|"0000000001"
"FO20160922_PO31056"|"Twistshake"|"RB3A014291"|"TWISTSHAKE-78045-Dispenser 2x 100ml Giallo"|"0000000003"|"0000000000"|"0000000003"
"FO20160926_PO31064"|"elodie details"|"RB2000PF"|"ELODIE DETAILS-103781-Materassino da Passeggino Zebrato Zebra Sunshine"|"0000000001"|"0000000000"|"0000000001"
"FO20160926_PO31064"|"elodie details"|"RB3A009328"|"ELODIE DETAILS-103497-Cappellino Bedouin Stories 6-12 mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20160926_PO31064"|"elodie details"|"RB3A013421"|"ELODIE DETAILS-103889-Zaino Pretty Petrol"|"0000000001"|"0000000000"|"0000000001"
"FO20160926_PO31064"|"elodie details"|"RB3A013440"|"ELODIE DETAILS-103664-Trousse ZipeGo Powder Pink"|"0000000001"|"0000000000"|"0000000001"
"FO20160926_PO31064"|"elodie details"|"RB3A013452"|"ELODIE DETAILS-103494-Cappellino Chestnut Leather 12-24m"|"0000000001"|"0000000000"|"0000000001"
"FO20160926_PO31065"|"fctry"|"RB3A009284"|"FCTRY-LPGUM02-Luce Notturna Gummy Bear Verde"|"0000000004"|"0000000000"|"0000000004"
"FO20160926_PO31065"|"fctry"|"RB3A011074"|"FCTRY-SKSTA08-Calzine antiscivolo Losanga Rosa"|"0000000010"|"0000000000"|"0000000010"
"FO20160926_PO31065"|"fctry"|"RB3A011078"|"FCTRY-LPGUM06-Luce Notturna Gummy Bear Viola"|"0000000003"|"0000000000"|"0000000003"
"FO20160927_PO31073"|"Esthex"|"RB3A009475"|"ESTHEX-140132-Astuccio Portapenne Pinguino Ned"|"0000000001"|"0000000000"|"0000000001"
"FO20160928_PO31089"|"La Petite Blossom"|"RB3A014341"|"LA PETITE BLOSSOM-162005-Shirt Wings 18 mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20160928_PO31090"|"holly e beau"|"RB2000YY--5_6A-"|"HOLLY e BEAU-HBZEBMAC5-Impermeabile cambiacolori Zebra 5-6 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160928_PO31090"|"holly e beau"|"RB2000YY--7_8A-"|"HOLLY e BEAU-HBZEBMAC7-Impermeabile cambiacolori Zebra 7-8 anni"|"0000000005"|"0000000000"|"0000000005"
"FO20160929_PO31091"|"A Little Lovely Company"|"RB3A009950"|"A LITTLE LOVELY COMPANY-WHWM002-Appendini da Muro: Montagne Bianche"|"0000000003"|"0000000000"|"0000000003"
"FO20160929_PO31091"|"A Little Lovely Company"|"RB3A009951"|"A LITTLE LOVELY COMPANY-WHBM001-Appendini da Muro: Montagne Nere"|"0000000004"|"0000000000"|"0000000004"
"FO20160929_PO31091"|"A Little Lovely Company"|"RB3A010333"|"A LITTLE LOVELY COMPANY-TGGE004-Ghirlanda Decorativa Pastel"|"0000000005"|"0000000000"|"0000000005"
"FO20160929_PO31091"|"A Little Lovely Company"|"RB3A010980"|"A LITTLE LOVELY COMPANY-GABM001-Ghirlanda Decorativa Nuvole"|"0000000004"|"0000000000"|"0000000004"
"FO20160929_PO31094"|"Bloomingville"|"RB3A012527"|"BLOOMINGVILLE-75111059-Cuscino Nuvoletta verde"|"0000000001"|"0000000000"|"0000000001"
"FO20160929_PO31095"|"Boxbo"|"RB3A012630"|"BOXBO-BK-03-Stivali in Gomma Kawai Blu 23-24"|"0000000001"|"0000000000"|"0000000001"
"FO20160929_PO31095"|"Boxbo"|"RB3A012659"|"BOXBO-BW-08-Stivali in Gomma Wistiti Bianchi 26"|"0000000001"|"0000000000"|"0000000001"
"FO20160929_PO31098"|"BladeeRose"|"RB3A013521"|"BLADEeROSE-5060257465446-Bodysuit Blue Star 12-18m"|"0000000002"|"0000000000"|"0000000002"
"FO20160929_PO31099"|"elodie details"|"RB200061"|"ELODIE DETAILS-103412-Bavaglino Apple of my eye"|"0000000001"|"0000000000"|"0000000001"
"FO20160929_PO31099"|"elodie details"|"RB3A009395"|"ELODIE DETAILS-103137-Cordoncino Ciuccio - Zebra Sunshine"|"0000000003"|"0000000000"|"0000000003"
"FO20160929_PO31101"|"Love Mae"|"RB3A011382"|"LOVE MAE-LVM049-Sticker da muro Medium Pois Multicolore"|"0000000002"|"0000000000"|"0000000002"
"FO20161003_PO31116"|"Hobea"|"RB3A009677"|"HOBEA-4260329477556-Babbucce Rosse 6-12 Mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20161004_PO31124"|"SPUGNOTTO"|"RB3A007767"|"SPUGNOTTO-Spugnotto Arancione"|"0000000009"|"0000000000"|"0000000009"
"FO20161004_PO31125"|"NIKE"|"RB3A014032"|"NIKE-454478-PICO 4 (TDV) ROSA 10C-EU27"|"0000000001"|"0000000000"|"0000000001"
"FO20161006_PO31136"|"A Little Lovely Company"|"RB3A009934"|"A LITTLE LOVELY COMPANY-POGH008-Poster da Muro Fantasmino"|"0000000001"|"0000000000"|"0000000001"
"FO20161006_PO31138"|"BladeeRose"|"RB3A013531"|"BLADEeROSE-5060257465255-Bodysuit Grey Spotted 12-18m"|"0000000001"|"0000000000"|"0000000001"
"FO20161006_PO31141"|"Happy Hopperz"|"RB3A012947"|"HAPPY HOPPERZ-HHZ03-Gonfiabile Cavalcabile Small Cane Blu"|"0000000002"|"0000000000"|"0000000002"
"FO20161006_PO31145"|"Affenzahn"|"RB3A012438"|"AFFENZAHN-AFZ-FAL-001-009-Zaino Kid Zena Zebra"|"0000000003"|"0000000000"|"0000000003"
"FO20161006_PO31147"|"Snails"|"RB3A012331"|"SNAILS-W2613-Smalto per Unghie Bimbe Bedtime Stories"|"0000000001"|"0000000000"|"0000000001"
"FO20161010_PO31153"|"A Little Lovely Company"|"RB3A009913"|"A LITTLE LOVELY COMPANY-LTPM011-Lampada Mini Pera Verde"|"0000000002"|"0000000000"|"0000000002"
"FO20161010_PO31153"|"A Little Lovely Company"|"RB3A009920"|"A LITTLE LOVELY COMPANY-CUIP009-Cuscinetto Gelato Fragola e Limone"|"0000000001"|"0000000000"|"0000000001"
"FO20161010_PO31157"|"Toby Tiger"|"RB3A014469"|"TOBY TIGER-TRCBABRST-Pantaloni marroni stelle blu baby boy 1-2 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20161010_PO31158"|"Noodoll"|"RB3A012394"|"NOODOLL-T99622-Pupazzo Noodoll Riceberry Gold"|"0000000004"|"0000000000"|"0000000004"
"FO20161010_PO31158"|"Noodoll"|"RB3A012404"|"NOODOLL-T99542-Pupazzo Noodoll Ricedapper Grey"|"0000000004"|"0000000000"|"0000000004"
"FO20161010_PO31158"|"Noodoll"|"RB3A012405"|"NOODOLL-T99510-Pupazzo Noodoll Ricecracker"|"0000000004"|"0000000000"|"0000000004"
"FO20161010_PO31158"|"Noodoll"|"RB3A012425"|"NOODOLL-MYLILPLATES-Piattini Noodoll"|"0000000007"|"0000000000"|"0000000007"
"FO20161010_PO31161"|"Beatrix NY"|"RB3A008440"|"BEATRIX NY-BEA0004-PE-Lunch Box Polipo Penelope"|"0000000002"|"0000000000"|"0000000002"
"FO20161010_PO31164"|"Boxbo"|"RB3A012618"|"BOXBO-BK-01-Stivali in Gomma Kawai Talpa 23-24"|"0000000001"|"0000000000"|"0000000001"
"FO20161010_PO31164"|"Boxbo"|"RB3A012647"|"BOXBO-BK-06-Stivali in Gomma Kawai Viola 21-22"|"0000000001"|"0000000000"|"0000000001"
"FO20161010_PO31164"|"Boxbo"|"RB3A012656"|"BOXBO-BW-08-Stivali in Gomma Wistiti Bianchi 23"|"0000000001"|"0000000000"|"0000000001"
"FO20161011_PO31166"|"elodie details"|"RB3A010100"|"ELODIE DETAILS-103038-Ciuccio Acchiappasogni"|"0000000005"|"0000000000"|"0000000005"
"FO20161011_PO31166"|"elodie details"|"RB3A010133"|"ELODIE DETAILS-103335-Cappellino in Cotone Marble Grey 0-6 mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20161013_PO31172"|"Bamboom"|"RB3A013007"|"BAMBOOM-104-115-009-BABY WARMER SQUARE Bottle warmer VERDE BOTTIGLIA"|"0000000001"|"0000000000"|"0000000001"
"FO20161013_PO31172"|"Bamboom"|"RB3A013115"|"BAMBOOM-104-006-027-BIB TRIANGOLINO New Vintage AZZURRO BIANCO-0"|"0000000001"|"0000000000"|"0000000001"
"FO20161013_PO31172"|"Bamboom"|"RB3A013118"|"BAMBOOM-104-006-030-BIB TRIANGOLINO New Vintage VERDE BIANCO-0"|"0000000005"|"0000000000"|"0000000005"
"FO20161013_PO31172"|"Bamboom"|"RB3A013127"|"BAMBOOM-104-109-003-BODY Long sleeves (shoulder opening) BIANCO-TAGLIA-6M"|"0000000003"|"0000000000"|"0000000003"
"FO20161013_PO31172"|"Bamboom"|"RB3A013128"|"BAMBOOM-104-109-004-BODY Long sleeves (shoulder opening) BIANCO-TAGLIA-9-12M"|"0000000002"|"0000000000"|"0000000002"
"FO20161013_PO31172"|"Bamboom"|"RB3A013137"|"BAMBOOM-104-000-120-BODY Sleeveless (shoulder opening) BIANCO-TAGLIA-6M"|"0000000003"|"0000000000"|"0000000003"
"FO20161013_PO31172"|"Bamboom"|"RB3A013151"|"BAMBOOM-104-112-102-CAPPELLINO BIMBO baby hat STRISCE GRIGIE-TAGLIA-1-3M"|"0000000004"|"0000000000"|"0000000004"
"FO20161013_PO31172"|"Bamboom"|"RB3A013152"|"BAMBOOM-104-000-058-CAPPELLINO BIMBO baby hat STRISCE GRIGIE-TAGLIA-3-6M"|"0000000002"|"0000000000"|"0000000002"
